total_turn_angle,mean_angular_velocity,turn_duration,num_steps,mean_step_length,step_variability,freeze_frames,knee_rom,label,filename
5.175412883517939,3.941211474319615,37.8,39,0.004550073809031194,0.014865663790144295,1077,0.6819188270849672,1,PDFE01_1.mp4
6.206055161717765,4.9305879063486815,40.36666666666667,50,0.005117682434134846,0.016231849318899788,1139,0.6349770688029492,1,PDFE01_2.mp4
9.610570492839084,5.926190183559666,23.133333333333333,253,0.03824915766032835,0.08876228371027474,401,3.094541438261053,1,PDFE02_1.mp4
31.493002154663895,19.15705772566771,24.533333333333335,446,0.05179164290163617,0.07824623883942242,200,3.109301409909985,1,PDFE03_1.mp4
0.935265003967648,19.067530016815873,23.633333333333333,334,0.05734102487368057,0.09300265954700473,282,3.0397483402114704,1,PDFE03_2.mp4
16.226969100531615,28.66977177633283,8.566666666666666,208,0.08551415774841406,0.09265391604413391,23,3.1146591974044906,1,PDFE03_3.mp4
0.05521053710149104,18.05183699929098,21.666666666666668,306,0.04564166987458757,0.08313143333333477,255,3.1209348699870336,1,PDFE04_1.mp4
26.738138273666713,18.02158397959363,29.766666666666666,559,0.05985336143036443,0.0764069345897967,232,2.9980297000186673,1,PDFE05_1.mp4
44.481397555249615,22.57814357714778,32.0,741,0.0795376685273567,0.10109623542827678,130,3.0874063216429852,1,PDFE05_2.mp4
12.352019026828845,5.455026810577046,37.06666666666667,146,0.014445114679805714,0.05388887426086796,899,2.052803610266217,1,PDFE06_1.mp4
35.589766942272185,18.459539422448245,22.5,487,0.09186440852143886,0.13709612490181874,115,3.094769918229392,1,PDFE06_2.mp4
1.387166436850875,0.4946178011695014,39.96666666666667,14,0.0020425544868889183,0.00742643505743292,1173,0.33233402397719347,1,PDFE07_1.mp4
0.16723836285764415,1.78208344933172,32.2,27,0.00407625722914412,0.01983392034997559,923,2.7902965967911775,1,PDFE07_2.mp4
1.5885323226644756,1.1665425315770157,33.5,31,0.003625246392154335,0.015446679099558191,953,1.418753922317039,1,PDFE07_3.mp4
16.265371495454318,10.618748261054021,31.5,448,0.05793959711266273,0.12619598107649582,416,3.0111047800315154,1,PDFE08_1.mp4
5.737071898269864,2.931294748677253,35.166666666666664,44,0.006057897099405939,0.04113396155239779,1009,2.2771448385345283,1,PDFE09_1.mp4
3.116876199137245,10.927494858233201,34.63333333333333,288,0.021032425353394547,0.04334974768614452,649,2.970369793328697,1,PDFE09_2.mp4
22.782357700134,13.784309445931273,28.6,331,0.04329584725437803,0.07742408825788726,453,3.1280918872261387,1,PDFE10_1.mp4
0.09351669960010156,6.44927721745877,40.56666666666667,121,0.007469959998381647,0.012247308702721336,967,0.4552201328467942,1,PDFE10_2.mp4
